-6.3702374,4.6073327,-5.191472,6.376679,2.6944127,-5.232875,1,41.030678,1.4537923,0.071429,15.763569,0.14286,0.14286,0.14286,-0.8366492,0.071429,0.071429,0.21429,0.21429,0.21429,0.82915205,0,0,0,0,1.011475,0,2,0,0.28571,0.28571,0,0.5763748,0,0,0,0,0,0.5968803,0,0,0,0,1,2.3172808,0,0,0.28571,0,3.069782,0,-2.0028172,-0.060086552,0.39512917,-0.3751015,0,0.3127551,0,-0.87914836,0.071429,0.071429,0,0.019071095,0.9177179,0.15246788,0,0,2,1.45969,-0.000175266,1
-2.7496302,-1.8065766,-5.771223,1.3116207,-4.2712054,-4.783592,0,40.558678,0.35851493,0,13.808448,0.23529,0.23529,0.23529,-0.29298693,0.058824,0.058824,0.23529,0.23529,0.23529,1.4980466,0,0,0,0,1.2041514,0,1,0,0.29412,0.29412,0,0.4973658,0,0,0,0,0,-0.6907323,0,0,0,0,0,6.4491863,0,0,0.29412,0,-0.19547747,0,-1.3794434,-0.6572774,-1.112174,-0.75288403,0.5,0.39873958,0,1.7020259,0.35294,0.35294,0,0.3426548,0.34612012,2.9067423,0,0.11765,0,-0.84195215,-0.7201417,1
-6.763808,1.5302808,-3.859058,8.760001,3.0918012,0.46933594,0,44.55933,-1.148595,0,20.75568,0,0,0,-1.0023602,0,0,0.0625,0.0625,0.0625,1.5591617,0.5,0,0,0,0.5322866,0,5,1,0.125,0.125,0,-1.0069529,1,0.5,0,0,0,-1.9353637,0,0,0,0,0,-2.5769472,0,0,0.3125,0,-1.067273,0.0625,-0.3113953,0.1065394,0.25155613,0.6857867,0,-0.35303187,0,0.75463194,0,0,0,-0.65507907,0.16369975,-1.4906851,0.5,0.1875,0,0.7640698,-0.09551039,1
5.684804,0.08131179,-2.726778,-9.603584,-6.637059,4.0480947,0,35.520428,0.1648677,0,11.959453,0,0,0,1.7015504,0.16,0.16,0.2,0.2,0.2,-0.5292496,0,0,0,0.12,3.7588854,0,2,0,0.24,0.24,0.12,-1.3477112,0,0.5,0.16,0.16,0,-1.4236995,0.12,0.12,0.12,0,0,0.24661241,0,0,0.24,0,-2.6326613,0,0.9453856,-0.0613088,2.168949,-0.595949,0,-1.3937664,3,-2.6376402,0.12,0.12,0,-1.6795908,-0.9142846,0.5813969,0,0.12,0,0.34241816,1.230959,1
-3.518815,-0.2563328,-6.408517,-1.154589,0.33628076,-3.0994086,0,40.892708,-0.7337479,0,13.719891,0.076923,0.076923,0.076923,-0.06607254,0.076923,0.076923,0.38462,0.38462,0.38462,1.5241129,0,0,0,0,0.4172279,0,1,1,0.38462,0.38462,0,0.3153353,0,0,0,0,0,0.47810522,0,0,0,0,0,7.1812387,0,0,0.38462,0,0.8931697,0,1.2855341,0.3822088,0.58297247,-0.043483272,0,0.19986656,0,0.9161374,0.23077,0.23077,0,1.1058265,0.7153703,1.1992936,0,0.15385,0,-0.68706274,-0.6155994,1
-2.937497,4.402647,1.8896879,-1.3794184,-2.846273,13.0698185,0,40.464394,0.786048,0,15.259941,0.076923,0.076923,0.076923,-0.16246472,0,0,0.46154,0.46154,0.46154,-2.5133624,1,1,0,0,-0.11332007,1,6,1,0.30769,0.30769,0,1.8897338,0,0,0,0,0,3.8469412,0,0,0,0,0,1.4682744,0.076923,0.076923,0.30769,0,2.715884,0,0.9670177,5.6805534,2.596645,-0.35804468,0,0.06465155,0,-0.43303722,0.15385,0.15385,0,-1.3566067,-0.70996714,-1.3242133,1,0.15385,0,0.870781,-2.98188,1
9.657009,-2.8984747,12.98021,-4.374798,1.6273772,9.848411,0,32.15825,-3.0081856,0,10.741771,0,0,0,4.6753507,0,0,0.42857,0.42857,0.42857,-2.0771828,0,0,0,0,1.5457824,0,7,0,0,0,0,4.499253,0,0,0,0,0,-2.3421896,0,0,0,0,0,-3.6351151,0,0,0,0,7.1061196,0,0.5471655,1.0200917,0.5822259,-1.6942598,0,1.0545292,0,-2.919397,0.42857,0.42857,0,-0.9822857,-0.29934633,-1.3509437,0,0.42857,0,0.5308928,0.52527165,1
-4.7635303,5.809891,-5.89838,6.3128533,1.753439,-0.96277416,1,42.326145,0.30183348,0.083333,17.954552,0,0,0,0.36187276,0.083333,0.083333,0.25,0.25,0.25,1.8898913,0,0,0,0,-3.1860025,0,4,0.5,0.33333,0.33333,0,0.582609,0,1,0.083333,0.083333,0,0.9064851,0,0,0,0,0,-2.1865022,0,0,0.33333,0,0.5093398,0,-0.7262408,2.938753,0.7620468,0.21299587,0,-0.9905081,0,-2.9212997,0,0,0,-0.8527649,-1.1028607,-5.625075,0,0,0,1.7388058,1.2507132,1
5.8249326,-4.200082,-4.9866757,-3.7800386,-4.9704638,-2.3964489,0,29.285172,0.23622067,0.05,6.3815255,0.25,0.25,0.25,0.1690247,0.075,0.075,0.225,0.225,0.225,3.5006936,0,2,0,0.075,-0.11547567,0,1,0,0.2,0.2,0.125,-2.2610602,1,0,0.125,0.125,0,-3.4031768,0.075,0.075,0.075,1,0,-3.0352817,0.05,0.05,0.075,2,3.5779717,0.025,1.162947,-2.008243,0.25220335,-3.166757,0,-1.143059,3,1.5048621,0.225,0.225,0,-4.519577,-7.1242046,2.7219157,0,0.225,6,4.014633,4.4474354,1
-1.5352925,-0.7956761,-5.5123405,1.1579593,-0.75283927,-5.1600432,0,40.617645,0.48110884,0.05,13.828651,0.15,0.15,0.15,-1.2827204,0.15,0.15,0.15,0.15,0.15,-2.0502717,0,0,0,0.05,1.1225854,0,4,0,0.15,0.15,0.1,2.7164083,0,1,0.05,0.05,0,1.104252,0.05,0.05,0.05,0,0,0.7155547,0,0,0.1,1,-0.43185687,0,0.57173735,3.2136202,-1.4347978,-1.1942778,0,0.5190193,1,-0.07212368,0.3,0.3,0,-1.4472481,-0.053418033,-1.2228541,1,0.1,2,0.5104205,0.757877,1
